nct_id,Title,Conditions,Phases,Enrollment,DurationWeeks,Arms,DrugClass,Comparator,Masking,Allocation,InterventionModel,SponsorType,Region,PrimaryEndpoint,BaselineHbA1c,HbA1c_SD,EffectSize_HbA1c,PValue_HbA1c,Study Status,Study Results,label_reason,success_label_basic
NCT23007176,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,98,18,6,SGLT2i,Placebo,Double,Randomized,Parallel,Industry,Asia,HbA1c change,8.42,0.85,-0.663,5.2519860127553386e-08,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT70993264,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,156,11,4,TZD,DoseComparison,Open Label,Randomized,Parallel,Industry,North America,HbA1c change,8.28,1.48,-0.858,3.211083535736847e-07,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT19306266,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,62,17,2,DPP-4i,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,9.19,0.81,,,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT25766665,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,84,13,5,SGLT2i,StandardOfCare,Double,Randomized,Parallel,Academic,Asia,Weight,9.22,1.21,-0.999,8.143586693876159e-08,Completed,Has Results,Not met / not primary / not significant,0
NCT62888010,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,53,9,2,Other,Placebo,Triple,Randomized,Parallel,Other,North America,HbA1c change,9.18,0.98,-0.523,0.006129258540994886,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT81413490,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,152,20,2,SGLT2i,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.42,1.05,-1.13,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT25353366,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,95,21,3,GLP-1RA,Placebo,Open Label,Randomized,Parallel,Industry,Multi-Region,FPG change,7.79,0.74,-0.389,0.0003093987261346687,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT36999350,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,68,22,4,SGLT2i,Active,Double,Randomized,Single Group,Industry,North America,HbA1c change,9.75,1.44,-0.977,7.194574294888678e-05,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT93260809,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,104,12,4,NovelSmallMolecule,Active,Open Label,Randomized,Parallel,Industry,Multi-Region,CGM TIR,9.0,1.03,,,Completed,Has Results,Not met / not primary / not significant,0
NCT99071531,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,58,23,4,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Academic,Multi-Region,HbA1c change,8.08,0.8,-0.487,0.000995785781354508,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT62295501,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,62,13,3,Other,Placebo,Double,Randomized,Parallel,Industry,North America,CGM TIR,9.4,1.41,,,Completed,Has Results,Not met / not primary / not significant,0
NCT50233433,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,52,20,3,SGLT2i,Active,Double,Randomized,Parallel,Government,Asia,HbA1c change,8.03,0.97,-0.53,0.005569537535513369,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT41218282,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,62,13,5,DPP-4i,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,9.39,1.18,-0.243,0.253063318778737,Completed,Has Results,Not met / not primary / not significant,0
NCT65120672,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,183,15,5,GLP-1RA,DoseComparison,Double,Randomized,Parallel,Industry,Asia,HbA1c change,9.43,1.31,-1.216,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT63182393,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,72,4,2,Insulin,Placebo,Double,Non-Randomized,Parallel,Industry,North America,HbA1c change,7.75,1.22,-1.308,1.1829948132202617e-10,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT36527772,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,123,14,6,Other,Placebo,Double,Randomized,Parallel,Industry,Other,HbA1c change,8.81,0.6,-0.235,0.00216605017001259,Completed,Has Results,Not met / not primary / not significant,0
NCT12052348,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,68,17,2,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.95,1.27,-1.064,1.113436280286706e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT23634847,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,140,14,4,TZD,Placebo,Double,Randomized,Single Group,Academic,Asia,HbA1c change,10.23,1.07,-0.551,1.7841163075460464e-05,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT96270328,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,63,27,4,DPP-4i,Placebo,Open Label,Non-Randomized,Parallel,Industry,North America,FPG change,7.88,1.02,-0.199,0.2736283525004761,Completed,Has Results,Not met / not primary / not significant,0
NCT47633941,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,101,9,2,Other,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,9.4,1.07,-0.991,5.206324260598194e-11,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT53407308,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,102,13,2,DPP-4i,DoseComparison,Open Label,Randomized,Single Group,Industry,Europe,FPG change,8.41,0.7,,,Completed,Has Results,Not met / not primary / not significant,0
NCT52039679,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,284,11,3,GLP-1RA,Placebo,Double,Randomized,Parallel,Industry,Asia,CGM TIR,7.53,1.15,,,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT80446169,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,132,13,3,DPP-4i,Placebo,Double,Randomized,Parallel,Government,Other,HbA1c change,8.32,0.76,-0.972,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT15846090,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,76,22,2,GLP-1RA,Placebo,Double,Randomized,Parallel,Other,North America,CGM TIR,8.4,1.03,-1.013,1.2833973883630279e-09,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT17445699,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,135,25,5,SGLT2i,Placebo,Open Label,Randomized,Single Group,Industry,North America,HbA1c change,7.66,1.14,-0.506,0.0002640582881100473,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT34826251,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,260,12,3,GLP-1RA,Active,Single,Randomized,Parallel,Academic,Europe,HbA1c change,8.62,1.37,-1.145,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT53799249,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,48,12,2,DPP-4i,Placebo,Double,Randomized,Parallel,Academic,Europe,HbA1c change,9.07,0.9,-0.588,0.0013015293141729334,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT70401162,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,68,9,5,TZD,Active,Open Label,Randomized,Single Group,Other,Multi-Region,CGM TIR,8.57,1.46,-0.388,0.12193462983674785,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT54163628,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,89,24,3,SGLT2i,Placebo,Open Label,Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.02,1.34,,,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT49705126,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,82,23,4,DPP-4i,DoseComparison,Double,Randomized,Single Group,Industry,Multi-Region,HbA1c change,8.3,0.99,-0.592,0.00013335760478150327,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT24491704,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,86,15,2,Other,Placebo,Double,Randomized,Crossover,Industry,North America,Composite,8.4,0.82,-0.377,0.002635881882834923,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT61455524,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,55,8,2,NovelSmallMolecule,StandardOfCare,Open Label,Randomized,Single Group,Government,Europe,HbA1c change,8.55,0.74,-0.538,0.00013620449429629922,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT58802019,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,187,8,3,Insulin,Placebo,Single,Non-Randomized,Parallel,Academic,Multi-Region,Weight,9.18,1.17,-1.17,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT52614045,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,52,17,5,SGLT2i,Placebo,Triple,Randomized,Parallel,Industry,Europe,FPG change,8.59,0.92,-0.766,2.0166190531689665e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT82683768,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,91,19,3,Other,StandardOfCare,Double,Non-Randomized,Parallel,Industry,Asia,Weight,7.42,1.4,0.161,0.43724232502650406,Completed,Has Results,Not met / not primary / not significant,0
NCT34027809,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,159,4,2,SGLT2i,Active,Double,Randomized,Parallel,Academic,North America,Weight,8.01,0.93,-0.894,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT95839556,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,98,14,2,SGLT2i,StandardOfCare,Single,Non-Randomized,Parallel,Government,Europe,Composite,8.52,0.87,-0.534,1.9267146771473342e-05,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT39841209,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,64,26,3,Other,Placebo,Single,Randomized,Single Group,Industry,Multi-Region,HbA1c change,9.19,1.16,-0.592,0.0038315861187248057,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT59050402,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,54,15,5,Insulin,Active,Open Label,Randomized,Parallel,Academic,North America,CGM TIR,9.31,0.93,-1.24,3.957723038183758e-12,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT56860515,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,90,25,4,NovelSmallMolecule,StandardOfCare,Double,Randomized,Parallel,Industry,Other,CGM TIR,9.64,1.1,-0.887,6.810783359512129e-08,Completed,Has Results,Not met / not primary / not significant,0
NCT86480009,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,71,20,5,TZD,Active,Open Label,Randomized,Parallel,Industry,Europe,FPG change,8.49,1.35,-0.66,0.0034785518483128053,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT49502030,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,109,9,2,TZD,Placebo,Open Label,Randomized,Parallel,Industry,North America,HbA1c change,8.93,1.13,-0.891,5.621597187754901e-09,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT35610306,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,53,14,3,SGLT2i,Active,Double,Randomized,Parallel,Academic,North America,Composite,7.38,1.13,-0.734,0.0008313335220218043,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT11945087,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,143,15,3,SGLT2i,Active,Triple,Non-Randomized,Parallel,Other,North America,HbA1c change,8.7,1.15,-0.802,3.864845110612691e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT42731042,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,105,10,6,SGLT2i,DoseComparison,Double,Randomized,Crossover,Industry,Asia,HbA1c change,7.65,0.68,-0.271,0.0037092130750429053,Completed,Has Results,Not met / not primary / not significant,0
NCT84366272,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,108,10,4,GLP-1RA,Placebo,Double,Non-Randomized,Parallel,Industry,North America,HbA1c change,8.36,1.2,-0.692,2.2015184704127222e-05,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT10892457,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,190,25,3,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,Asia,HbA1c change,10.52,1.14,,,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT90654468,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,82,10,2,SGLT2i,StandardOfCare,Double,Randomized,Parallel,Industry,Multi-Region,FPG change,8.61,1.32,-0.448,0.030322340839745276,Completed,Has Results,Not met / not primary / not significant,0
NCT58854437,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,72,22,4,Insulin,Placebo,Single,Randomized,Parallel,Industry,Europe,HbA1c change,7.8,1.25,-1.232,3.4448114361040894e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT22622417,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,78,13,4,NovelSmallMolecule,Active,Double,Randomized,Crossover,Industry,North America,FPG change,8.69,1.05,-0.04,0.8111018603332346,Completed,Has Results,Not met / not primary / not significant,0
NCT37196139,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,91,16,2,NovelSmallMolecule,Placebo,Double,Randomized,Single Group,Industry,Europe,Weight,8.04,1.36,,,Completed,Has Results,Not met / not primary / not significant,0
NCT59863252,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,95,19,4,DPP-4i,Placebo,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.73,1.03,-0.773,2.148770189558391e-07,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT38412294,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,68,12,6,DPP-4i,Active,Double,Non-Randomized,Crossover,Industry,Asia,FPG change,9.87,1.16,-0.541,0.006577609902528869,Completed,Has Results,Not met / not primary / not significant,0
NCT19771816,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,40,19,5,Other,Placebo,Triple,Randomized,Parallel,Academic,North America,HbA1c change,9.15,1.02,-1.031,6.512691553828276e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT69938998,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,77,4,2,NovelSmallMolecule,Placebo,Open Label,Randomized,Parallel,Industry,Asia,Weight,8.64,1.22,-0.675,0.0005733951589244057,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT70501607,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,117,19,4,NovelSmallMolecule,Active,Double,Randomized,Single Group,Industry,Europe,Composite,8.13,1.01,-0.159,0.2255284256689709,Completed,Has Results,Not met / not primary / not significant,0
NCT20698682,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,106,4,5,Other,Active,Open Label,Randomized,Parallel,Other,Europe,HbA1c change,8.18,1.51,-0.321,0.12187213112618156,Completed,Has Results,Not met / not primary / not significant,0
NCT35311040,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,171,15,4,NovelSmallMolecule,StandardOfCare,Double,Randomized,Parallel,Industry,North America,FPG change,9.48,1.6,-0.629,0.00029030555693410065,Completed,Has Results,Not met / not primary / not significant,0
NCT31948592,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,240,21,2,SGLT2i,Placebo,Single,Randomized,Parallel,Industry,Other,HbA1c change,8.61,1.32,-0.783,7.708822469254528e-11,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT69348036,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,140,20,3,Insulin,Placebo,Open Label,Randomized,Parallel,Industry,North America,HbA1c change,6.5,1.49,-1.194,1.741384814124558e-11,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT75726602,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,185,8,2,GLP-1RA,DoseComparison,Double,Randomized,Parallel,Industry,North America,FPG change,10.09,0.72,-1.006,0.0,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT75429514,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,140,9,5,TZD,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.53,0.74,-1.233,0.0,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT94488510,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,215,12,5,Other,Placebo,Triple,Randomized,Parallel,Industry,Asia,HbA1c change,8.64,1.02,-0.871,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT79178273,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,229,17,3,Insulin,Placebo,Open Label,Randomized,Parallel,Industry,Europe,HbA1c change,9.16,1.11,-1.305,0.0,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT38861149,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,153,4,5,DPP-4i,Placebo,Open Label,Randomized,Single Group,Industry,North America,HbA1c change,8.73,1.05,-0.343,0.00429272796182989,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT19696685,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,137,16,3,GLP-1RA,StandardOfCare,Double,Randomized,Parallel,Industry,Europe,Weight,8.92,0.69,-1.091,0.0,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT65317853,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,91,18,2,Other,StandardOfCare,Open Label,Randomized,Single Group,Industry,Asia,HbA1c change,8.1,1.39,-0.304,0.13909004284158633,Completed,Has Results,Not met / not primary / not significant,0
NCT92441065,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,98,14,5,GLP-1RA,Active,Single,Randomized,Parallel,Industry,North America,HbA1c change,7.54,1.64,-1.141,1.0878233371869328e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT97763977,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,85,19,2,GLP-1RA,Placebo,Triple,Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.6,1.42,-0.582,0.007600494034256666,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT30719258,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,132,17,2,SGLT2i,Placebo,Open Label,Randomized,Parallel,Academic,Europe,Weight,9.4,1.37,-0.899,1.0222679236449039e-07,Recruiting,Has Results,Not met / not primary / not significant,0
NCT31280989,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,72,13,3,GLP-1RA,Placebo,Open Label,Randomized,Crossover,Industry,North America,HbA1c change,7.95,1.16,-0.908,2.469390967929641e-06,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT22713593,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,91,4,2,DPP-4i,Placebo,Double,Randomized,Parallel,Industry,Other,HbA1c change,7.89,0.89,-0.453,0.00058229520455233,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT59936721,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,34,17,3,Insulin,Placebo,Double,Non-Randomized,Single Group,Industry,Multi-Region,HbA1c change,9.25,1.12,-0.903,0.0008714467773518475,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
